자료분류,파일명,파일명_id,첨부파일경로,기사제목,기사/파일경로,"첨부
파일",Key Words,Key takeaways,Viewpoint,페이스북Group,작성일자,작성자명
Daily News Briefing,Daily_News_Briefing_180307,20180307001,DNB.ZIP,"KTB투자증권 , ` 페이업` 크라우드 펀딩 모집",http://vip.mk.co.kr/news/2018/149736.html,-,"#KTB투자증권, #페이업, #크라우드펀딩
 ","KTB투자증권은 모바일 결제 플랫폼 '페이업 주식회사'의 크라우드 펀딩을 이달 30 일까지 일까지 실시함. 페이업은 O2O 결제 서비스를 제공하는 업체로, 결제시스템을 갖추기 어려운 재래시장, 학원 등에 대해 모바일 결제 수단을 제공함.","증권형 크라우드 펀딩을 전문적으로 취급하지 않는 증권사에서 크라우드 펀딩 모집을 시작함. 이러한 시도는 스타트업에 대해 개인의 접근성과 신뢰도를 높일 수 있고 스타트업 입장에서는 경영권의 간섭을 받지 않아도 되어 점차 증가 할 것으로 예상됨.
당사가 가진 스타트업 생태계를 활용해 성장성이 높은 스타트업을 선정하고 , 금융 기관의 신뢰를 바탕으로 크라우드 펀딩으로 제공하는, 밀레니얼을 위한 투자 방안 제안을 고민해 볼 필요가 있음.",DNB room,20180307,
Daily News Briefing,Daily_News_Briefing_180307,20180307001,DNB.ZIP,빗썸 -여기어때 전략적 제휴 ‥상반기 중 가상화폐 결제,http://news.inews24.com/php/news_view.php?g_serial=1080982&g_menu=022400,-,"#빗썸, #여기어때, #가상화폐",가상화폐거래소 빗썸과 숙박앱 '여기어때'를 서비스하는 위드이노베이션이 업무제휴를 체결하고 올 상반기 중으로 가상화폐로 숙박 비용을 결제할 수 있는 서비스를 제공할 것이라 밝힘. 이에 따라 여기어때 앱으로 숙소를 예약하는 고객들은 빗썸 계정에 보유하고 있는 암호화폐로 비용을 결제할 수 있게 됨. 여기어때는 국내 최대 종합숙박앱으로 전국 5만여 곳의 숙소를 보유하고 있음.,"온라인 최대 여행사이트인 익스피디아의 비트코인 결제 지원에 이어서 국내숙박업계에서 암호화폐 결제를 지원하는 첫 사례임. 이번 전략적 제휴로 내국인은 물론 해외여행객도 암호화폐 결제가 가능해지면서 환전 수수료 부담 감소 등 편의성이 증대될 것으로 보임.
스위스가 세금 납부 등에 비트코인 결제를 시범적으로 적용하고 미국 , 캐나다 , 영국 등에서 비트코인 자동화기기 설치된 것처럼 암호화폐의 활용처가 크게 확산되고 있음. 시장동향을 계속해서 살펴볼 필요가 있으며, 외국인을 공략하기 위한 하나의 방안으로써 당사 결제프로세스에 적용하는 방안을 고려해볼 수 있음.",DNB room,20180307,
Daily News Briefing,Daily_News_Briefing_180307,20180307001,DNB.ZIP,"인터넷기업 , 키즈 콘텐츠 경쟁 '후끈'",http://news.inews24.com/php/news_view.php?g_serial=1081129&g_menu=020310,-,"#키즈콘텐츠, #파파고키즈, #짝쿵TV",부모 세대가 인터넷 환경에 익숙해지면서 자녀 세대의 접근성 역시 높아져 국내외 인터넷 기업들이 키즈 콘텐츠를 강화하고 있음. 구글은 지난달 '유투브 팬페스트 페스티벌'을 개최했으며 네이버는 유아용 단어 학습 콘텐츠인 '파파고 키즈 '를 지원함. KT 는 키즈 예능 채널인 '짝쿵 TV'를 유투브에 개국하는 등 키즈 콘텐츠 제공에 공을 들이고 있음 .,"디지털 환경에 익숙한 유아동 세대로 인해 키즈 컨텐츠의 잠재력은 약 40 조원으로 추정됨. 특히 어린이 뿐만 아니라 부모까지도 포섭할 수 있고 , 반복 시청이 많아 꾸준한 수익원이 될 수 있어 인터넷 기업들이 앞다투어 참여하고자 하고 있음.
키즈 콘텐츠는 부모와 조부모의 육아와 관련해서도 함께 묶일 수 있는 콘텐츠임. 지속적인 성장이 기대 되는 시장이므로, 아동을 위한 경제 교육 콘텐츠 등을 제작해 볼 수 있음.",DNB room,20180307,
Daily News Briefing,Daily_News_Briefing_180306,20180306001,DNB.ZIP,"직토 , 블록체인 기반 보험 플랫폼 '인슈어리움'  ICO 진행",http://www.edaily.co.kr/news/news_detail.asp?newsId=01882726619140696&media CodeNo=257&OutLnkChk=Y,-,"#직토, #인슈어리움, #ICO","헬스케어 빅데이터 스타트업인 '직토'는 블록체인 기반 보험 플랫폼 '인슈어리움 프로토콜 ' 구축을 위해 ICO을 진행하기로 함. 인슈어리움 프로토콜은 이더리움 플랫폼 기반으로 보험사 , 데이터 기업 , 보험 소비자가 건강 관련 데이터를 자유롭게 유통, 활용하고 이에 따른 보상과 수익이 자동 처리되는 시스템으로 보험의 전 과정을 디지털화 , 자동화할 수 있음. 직토는 ICO를 위해 싱가포르에 별도법인을 설립하여 사모판매를 실시 중이며 5월중에는 월중에는 프리세일을 실시할 예정임.","직토는 통합 걸음 수 측정 플랫폼 출시를 통해 활동량 데이터를 보유했을 뿐 아니라 KB 국민카드 , 교포라이프플래닛 교포라이프플래닛 , SK 텔레콤 등 데이터 기반 다양한 협력사업을 실시한 경험이 있음. 또한 다른 플랫폼들과 달리 보험 가입자가 자신의 데이터 제공과 동시에 수익 (코인)을 받을 수 있게 됨에 따라 차별적 강점을 가질 것으로 보임.
블록체인을 기반으로 의료 데이터 보관뿐 아니라 의료데이터 제공에 따른 보상과 수익이 제공됨에 따라 해당 플랫폼 활성화 시 다양한 맞춤형 상품 출시가 가능할 것으로 보 . 직토의 ICO 진행상황을 주의 깊게 살펴보고 데이터 확보 면에서 해당 플랫폼에 참여하는 방안을 고려해야 할 것으로 사료됨. ",DNB room,20180306,
Daily News Briefing,Daily_News_Briefing_180306,20180306001,DNB.ZIP,"日 은행 , QR코드 기반 모바일 결제 시스템 만든다",http://m.zdnet.co.kr/news_view.asp?article_id=20180304093037#imadnews,-,"#미쓰비스, #미쓰이스미모토, #미즈호, #QR코드","미쓰비스 , 미쓰이 스미모토 , 미즈호 금융그룹 등 일본의 3대 대형은행은 QR 코드를 사용해 스마트폰으로 결제할 수 있는 시스템 표준화 작업에 나설 예정임. 중국에서 QR 코드 결제 서비스가 확대됨에 따라 일본을 찾는 중국인 등 외국 관광객의 편리한 결제수단을 마련하고 은행 지점 및 ATM의 효율적인 운용을 도모하기 위함임. 이들 은행은 2019 년 상용화를 목표로 하고 있음.","조사자료에 따르면 아직 일본의 지불액의 65% 가 현금결제라고 함. 라인이 라인페이를 도입한 데 이어 NTT 도코모가 4월에 자체 QR 기반 결제서비스를 출시하기로 예정됨에 따라 모바일 결제 시장이 크게 확대될 것이라 보임.
표준화된 QR 코드 결제 시스템이 마련됨에 따라 중국에 이어 일본도 QR 코드 기반 결제서비스가 크게 확대될 것으로 생각됨. 결제 시스템 변화 양상을 예의주시할 필요가 있으며 해외진출 시 국가별 국가별 특성에 맞는 결제시스템을 도입하고, 국내에서는 외국인들을 위한 편리한 결제수단을 마련해야 할 것으로 생각됨.",DNB room,20180306,
Daily News Briefing,Daily_News_Briefing_180306,20180306001,DNB.ZIP,"‘카카오 코인 ’ 나오나 , 블록체인 자회사 설립",http://www.seoul.co.kr/news/newsView.php?id=20180306019009&wlog_tag3=naver#csidx37c265146cffdf9ac85f4225682ea62,-,"#카카오코인,
#암호화폐",카카오가 블록체인 사업에 진출하기 위해 자회사를 설립할 계획임. 초대 대표로는 스타트업 양성 기업인 ‘퓨처플레이 ’의 한재선 최고기술책임자 (CTO)가 내정됨.,"카카오가 ICO에 본격적으로 나설 것이라는 관측이 관측이 나옴. 한편 네이버도 지난 1월 ‘라인’이 가상화폐 사업을 사업을 하는 ‘라인파이낸셜 라인파이낸셜’을 설립한 바 있음. 이에, 포털업계의 암호화폐 경쟁이 가열되는 분위기임.
여러 기업이 블록체인 사업 진출을 통한 수익다각화를 위해, 자회사를 설립하고 있는 상황임. 당사도 본격적인 블록체인 기반 서비스 제공을 위해, 자회사를 설립해 운영하는 방안 등을 고려해볼 수 있음.",DNB room,20180306,
Daily News Briefing,Daily_News_Briefing_180306,20180306001,DNB.ZIP,"마이 23 헬스케어 , 헬스케어 빅데이터 유통 위한 ICO 추진",http://www.bloter.net/archives/303738,-,"#마이23헬스케어, #알파콘","헬스케어 기업인 마이 23 헬스케어가 데이터 유통 및 가치 극대화를 위해 5월경 '알파콘' 암호화폐에 대해 ICO를 추진할 예정임. 마이 23 헬스케어는 블록체인 기반으로 사용자의 데이터를 안전하게 거래하는 생태계를 목표로 함. 또한, 데이터 표준화를 거쳐 연구 기관 및 기업에서 활용하게 할 계획임.","헬스케어 산업과 블록체인 기술의 결합에 대한 시도는 계속 이어지고 있음. 블록체인을 통해 정보가 안전하게 연구기관, 병원 등의 구매 희망자와 거래될 수 있는 환경이 구축된다면 다양한 헬스케어 솔루션에 대한 개발이 빠르게 이루어질 것으로 기대됨.
헬스케어 데이터와 보험업은 시너지를 낼 수 있는 부분이 많음. 블록체인 등의 차세대 기술을 접목한 헬스케어 생태계에 대한 이해도를 높이고 조성 및 참여할 수 있는 방안에 대해 생각해 볼 필요가 있음.",DNB room,20180306,
Daily News Briefing,Daily_News_Briefing_180306,20180306001,DNB.ZIP,웰빙 이어 웰다잉 열풍 ... 장례식도 개성 따라 선택한다,http://www.fnnews.com/news/201803021652551683,-,"#장례문화,
#외국장례","천편일률적인 한국 장례식 문화에 비해 외국에서는 다양한 장례 아이디어가 속출하고 있음. 불필요한 장례 비용을 줄이기 위해 '작은 장례식'을 선택하는 경우도 있음. 가족끼리만 장례를 치르는 '가족장', 고인이 좋아하던 음악을 빈소에서 연주하는 연주하는 '음악장', 유골을 화분에 담는 '화분장' 등이 그 사례임. 미국에서는 화장한 유해의 일부를 우주로 보내는 '우주장', 스위스에서 개발한 화장한 유골로 다이아몬드를 만드는 '메모리얼 다이아몬드' 등이 있음 .","최근에는 미국, 일본을 비롯해 중국에서도 'QR코드 묘비'가 디지털 장례 문화의 한 축으로 자리매김하고 있음. 스마트폰으로 QR 코드를 스캔하면 웹사이트로 연결돼 고인이 남긴 사진, 글, 영상 등을 확인할 수 있게 함. 이러하듯 해외에서는 웰빙에 이어 웰다잉 (Well-Dying)열풍이 자리를 잡고 고인의 개성에 맞춘 장례문화가 확산되고 있음.
세계에서 가장 먼저 초고령화 사회에 진입한 진입한 일본은 장례 산업을 하나의 트렌드로 인식한지 오래됨. 인생의 마지막을 맞이하는 준비 활동을 뜻하는 '종활 (終活 , 슈카츠 )' 이라는 신조어가 널리 퍼져있음. 한국 또한 고령화 사회가 되어 가고 있고 라이프 플러스 서비스의 일환으로 장례 산업에 대한 검토를 할 필요가 있음.",DNB room,20180306,
Daily News Briefing,Daily_News_Briefing_180305,20180305001,DNB.ZIP,"""얼굴도 모르는 남의 집,오늘 구경하러 갑니다""",http://news.chosun.com/site/data/html_dir/2018/03/05/2018030500015.html,-,"#남의집프로젝트, #셰어하우스","서울 한 셰어하우스에서 소셜미디어로 사람들을 모아, 모르는 사람의 집을 구경시켜주는 '남의 집 프로젝트'를 만듬. 방문 비용은 1만~3만원가량으로 멋지게 꾸민 집을 다른 사람과 공유하고 생면부지의 낯선 이들이 남의 집에 모여 '어색천만'한 경험을 나누는 것이 이 모임의 목적임.","다양한 직업과 취향을 가진 이들의 생활을 간접 체험한다는 것이 '남의 집 모임'의 매력임. 소셜미디어를 통해 만나는 모임이 집이라는 사적공간에까지 영역을 넓힌 것임.
'남의 집 모임'이 인기를 끌자 여행 업계에서는 아예 집에 초점을 둔 여행 상품을 내놓고 있음. 집주인의 취향과 인생관을 탐험하는
'경험공유 서비스'가 요즘 여행 트렌드임. 일본 여행을 좋아하는 한국인과 한국을 좋아하는 일본인을 연결해, 여행으로는 경험해 볼 수 없는 체험을 제공해 줄 수 있을 거 같음.",DNB room,20180305,
Daily News Briefing,Daily_News_Briefing_180305,20180305001,DNB.ZIP,걸음걸이 따라 변하는 맞춤형'입는 로봇'개발,http://news.hankyung.com/article/2018030401361,-,"#소프트엑소슈트, #외골격로봇, #바이오디자인랩","미국 하버드대 바이오디자인랩에서 사람 걸음걸이에 맞춰 힘을 내는 ‘소프트 엑소슈트(외골격 로봇)’를 개발함. 바지 형태의 로봇이 착용한 사람의 걸음걸이 특성을 스스로 분석해 힘을 가장 덜 들이고 걷는 방식을 찾아내는 기술이 적용됨. 실험결과, 평상시 걷는 것보다17.4%까지 신진대사량을 아낄 수 있는 것으로 나타남.","소프트 엑소슈트'개발자인 김명희 연구원은 착용형 로봇은 걷기 효율성이 높지만 사람에 따라 신진대사량에 차이를 보이기 때문에 장애인의 재활등에 활용하려면 개인의 신진대사 특성에 맞게 작동하는 방식이 필요하다고 함. 한편, 영국 퀸메리대 연구진과 독일 마그데부르크대 연구진은 지난해9월 뇌성마비 환자의 걸음걸이 특성을 비교해 보행을 돕는 발목 보철 장치를 개발한바 있음.
소프트 엑소슈트 기술을 활용한 헬스케어 서비스를 고객에게 제공한다면 큰 만족을 이끌어 낼 수 있을 것이라고 생각됨. 또한, 엑소슈트 기술을 재활치료에서 VR과 연계하는 방안도 고려해 볼 수 있기에, 이와 같은 서비스를 제공하기 위한,스타트업 모색이 필요함.",DNB room,20180305,
Daily News Briefing,Daily_News_Briefing_180305,20180305001,DNB.ZIP,모바일로 여행 예약하는 액티브 시니어,http://www.nextdaily.co.kr/news/article.html?id=20180221800020,-,"#액티브시니어, #모바일여행예약","액티브 시니어가 증가하면서, 60대 이상 고객의 여행 예약 패턴도 변화하고 있음. 인터파크투어의 최근 조사에 따르면, 60대 이상 고객의 모바일 접속을 통한 해외여행 상품 예약은171%증가한 것으로 나타남. 성별로는 남성218%, 여성110%예약이 늘었음.","전체 고객 연령대 중 60대 이상 고객이 가장 비율은 낮지만 여행에
대한 수요는 늘어나고 있음. 경제력을 갖춘 60대 이상 세대가 은퇴할 경우 여유 시간을 즐기기 위해 여행에 대한 수요는 더욱 증가할 것으로 보임.
액티브 시니어와 시니어 세대를 위한 숙박 연계 여행 상품, 해외 여행 콘텐츠, 웰니스 프로그램 등을 고민할 필요가 있음. 이러한 서비스는 보험 상품과의 연계를 통해 고객에게 가깝게 다가가는 데 도움이 될 것으로 생각됨.",DNB room,20180305,
Daily News Briefing,Daily_News_Briefing_180305,20180305001,DNB.ZIP,"中바이두,인공지능으로'병마용'도 살린다","http://www.zdnet.co.kr/news/news_view.asp?artice_id=20180305054005&type=det&re=
",-,"#바이두, #문화유산복원, #AI","중국 바이두가 AI를 활용한 문화유산 복원 프로젝트에 착수함. 알려진 바에 따르면 바이두는 진시황릉 박물관에 이미 AI기술을 적용했으며, 사용자들은 모바일 앱을 통해 세계문화유산인 병마용과 쌍방향 소통을 하며 유산의 역사, 문물에 대한 정보를 들을 수 있음. 동시에 바이두는 역사 문물 박물관 정보 플랫폼도 구축 중임.","AI를 이용한 관광 안내원과 통역사 등의 적용에 이어 사용자와의
대화가 가능해지면서 AI가 문화유산 커뮤니케이션 역할을 하게 됨. 영화 '박물관이 살아있다'처럼 사용자들은 AI를 통해 살아 움직이는 문화유산을 체험할 수 있을 것이라 기대됨.
중국 못지않게 우리나라도 문화유산이 많으므로 당사 역시 CSR
차원에서 바이두를 벤치마킹할 수 있을 것이라 생각됨. 또한,고객상담 챗봇, AI FP등 다양한 분야에 연계가 가능하기 때문에 관련 기술 기업과의 적극적인 협업이 필요할 것으로 보임.",DNB room,20180305,
Daily News Briefing,Daily_News_Briefing_180305,20180305001,DNB.ZIP,"아마존,스마트 홈 기업 링(Ring)인수",http://techneedle.com/archives/34154,-,"#아마존, #스마트초인종, #링","아마존이 스마트 초인종 제조업체인 링(Ring)을 인수한다고 밝힘. 이번 인수의 자세한 내용은 밝혀지지 않았지만, 링의 기업 가치가 10억 달러에 이르는 것으로 알려져 홀푸즈 인수 이후 가장 큰 규모의 인수 사례가 될 것으로 보임. 링의 스마트 초인종은 출입을 감지하는 카메라가 장착되어 있고 앱을 통해 문 앞 사람과 화상통화가 가능함","아마존은 작년에 출시한 서비스인 아마존 키 등을 통해 지속적으로 고객의 집 안에 진출하기 위해 노력하고 있음. 이번 인수를 통해 스마트 홈 구축과 집안 배송 시스템에 더욱 집중할 것으로 보임. 스마트 홈 구축은 알렉사와 연계를 높일 수 있을 것으로 보이며 구글, 애플과의 경쟁을 이어갈 것으로 생각됨.
무단 침입, 화재, 절도 등을 컨트롤 할 수 있는 스마트 홈 구축은 다양한 보험 영역에 활용될 수 있음. 관련 기술을 보유한 업체 또는
스타트업과의 지속적인 협업을 통해 스마트 홈 환경에 대응할 필요가 있음.",DNB room,20180305,
Daily News Briefing,Daily_News_Briefing_180226,20180226001,DNB.ZIP,"KB 손보 , 교보생명 보험 디지털 혁명 앞장",http://www.fntimes.com/html/view.php?ud=201802251428478734dd55077bc2_18,-,"#교보생명, #KB손보, #보험금자동청구, #간편보험금청구","교보생명은 지난해 상반기 정부가 주관하는 ‘IoT 활성화 기반 조성 블록체인 시범사업’ 사업자로 선정되며, 상반기 안에 보험금 자동청구 시스템을 선보일 예정임. KB 손해보험은 지난 1월 연세대학교 세브란스병원에서 환자들의 간편한 보험금 청구 서비스 개발을 위해 세브란스병원, 인슈어테크 업체 레몬헬스케어와 함께 3자 간 MOU를 체결함.","최근 생보협회 등 보험 유관기관에서 4차 산업혁명 전담 대응 조직을 신설하는 등 다가오는 변화에 대처하기 위한 노력을 이어가고 있음. 특히, 치료가 아닌 예방에 집중하는 보험 패러다임에 맞춰 인공지능, 사물인터넷 등 4차 산업혁명 기반의 기술혁신 우수사례를 조사하고 연구해 , 헬스케어 도입을 적극적으로 지원할 계획이라고 함.
각 보험 유관기관에서 추진되는 시범사업 등을 사전에 검토하고 긴밀한 협조를 통해 발 빠르게 대응해야 할 것으로 판단됨. 특히 신규보험상품개발, 헬스케어 서비스 등 제도권 규제 완화에 관심을 가져야 할 것으로 생각됨.",DNB room,20180226,
Daily News Briefing,Daily_News_Briefing_180226,20180226001,DNB.ZIP,"핀테크 스타트업 ‘콰라소프트 ’, 11억 규모 투자 유치",http://platum.kr/archives/95949,-,"#콰라소프트, #엔엑스벤처파트너, #킹슬리벤처스","딥러닝 기반 투자자문 및 자산관리 서비스를 제공하는 핀테크 스타트업 콰라소프트가 엔엑스벤처파트너 및 킹슬리 벤처스로부터 총 11억원 규모의 투자를 유치함. 콰라는 이번 투자 이후 금융 AI, 블록체인 기반의 기술확대, 글로벌 B2C 서비스에 집중할 계획이라 밝힘.","콰라는 지난 30년간의 금융 및 경제 지표를 딥러닝을 통해 학습해 유사한 과거를 찾아내는 '마켓드리머'를 개발해 KB 및 한화에 공급했음. 자산관리의 대중화를 목표로 설립한만큼 향후 추가 펀딩들을 통해 B2C 부분을 강화해 나갈 것으로 보임.
콰라는 이미 한화자산운용과 드림플러스로부터 기술력을 인정받고 서비스를 제공한 경험을 바탕으로 이번 프리시리즈 A에 성공함. 이처럼 핀테크 스타트업들을 적극적으로 발굴해 투자, 협업할 필요가 있음.",DNB room,20180226,
Daily News Briefing,Daily_News_Briefing_180226,20180226001,DNB.ZIP,공인인증서 공공기관서 'OUT',http://news1.kr/articles/?3244667,-,"#공인인증서폐지, #전자서명법, #생체모바일인증","다양한 행정서비스에 적용해 오던 공인인증서 방식을 2020년까지 모든 대국민 사이트에서 제거하기로 함. 행정안전부는 전자서명법 개정에 발맞춰 인터넷 이용에 불편을 주는 공인인증서를 폐지하고 생체, 모바일 인증 등 간편한 인증방식을 도입하여 국민의 편의를 도모하겠다고 밝힘.","전자상거래와 전자금융에 대해서는 공인인증서 의무사용이 법적으로 폐지됐지만 아직도 금융권 등에서는 주도적으로 추진함에 따라 금융권에서도 전자서명 방식의 변화가 일어날 것으로 보임.
인증서 발급과 갱신, 액티브 X 설치 등으로 공인인증서 방식은 소비자의 불편함을 가중시키고 접근성을 떨어뜨리고 있음. 당사도 변화에 앞서 선제적으로 대체 인증방식을 도입하여 고객의 편의를 도모할 필요가 있으며, 이에 따라 모바일 인증 등의 보안문제도 고려해야 할 것으로 사료됨 .",DNB room,20180226,
Daily News Briefing,Daily_News_Briefing_180226,20180226001,DNB.ZIP,"블록체인, 2018 MWC(Mobile World Congress)도 강타",https://www.sdxcentral.com/articles/news/blockchain-makes-an-appearance-at-mobile-world-congress-2018/2018/02/,-,"#2018MWC, #바르셀로나, #블록체인","블록체인 기술 열풍이 MWC 현장을 뜨겁게 달굼. 매년 바르셀로나에서 열리는 세계적인 MWC에서, 올해 유난히 블록체인을 주제로 한 컨퍼런스가 많아 눈길을 끌고 있음. 그동안 블록체인이 다뤄지지 않은 것은 아니었지만, 이번 행사에서는 전면으로 등장하면서 많은 이들의 눈길을 사로 잡고 있음.
","기존의 MWC는 새로운 스마트폰의 기술 경연, 신제품 출시의 장소로만 주목되었음. 그러나 '보안 '이라는 측면에서 블록체인이, 사물인터넷과 네트워크 측면에서 얼마나 주목 받고 있는지를 알 수 있음. GSMA(세계 이동통신 사업자협회)는 IOT의 규모가 커지면서 보안의 위험도 커짐이 당연하다는 입장과 함께, 블록체인을 그 해결책 중 하나로 보고 있음.
블록체인 컨퍼런스를 통해, 네트워킹을 형성하거나 트렌드를 파악하는 것에 그치지 않고, 블록체인과 연계된 다양한 산업 분야에서의 현황 파악도 중요하다고 생각됨.",DNB room,20180226,
Daily News Briefing,Daily_News_Briefing_180226,20180226001,DNB.ZIP,"갈릭걸스, 배추보이. 국민종목으로 이끈 기업 있었다",http://www.edaily.co.kr/news/news_detail.asp?newsId=01262806619114456&medialCodeNo=257&OutLnkChk=Y,-,"#갈릭걸스, #배추보이, #동계스포츠, #KB금융그룹, #CJ그룹, #신세계","수익을 위해 투자하는 기업의 특성상 동계 스포츠에 대한 투자는 돌아오지 않는 메아리와도 같았지만, ‘키다리 대기업 아저씨’들은 아낌 없이 지갑을 열었음. 대표적으로, KB 금융그룹은 김연아를 시작으로 컬링 대표팀까지 지원해 왔으며, CJ그룹은 윤성빈을, 신세계는 컬링을 후원했음 .","금융은 이미 스타가 된 선수들을 후원하기보단 비인기 종목이라 할지라도 선수들이 운동에 전념할 수 있는 기회를 만들려고 함. 한편, 윤성빈은 CJ 그룹이 눈여겨본 유망주였으며, 단순히 돈으로 후원하는 것이 아닌 자사의 건강식품 등을 챙겨주는 정성을 보였다고 함.
올림픽을 통해, 비인기 종목의 선수들을 꾸준히 후원해온 기업들이 조명 받고 있는 상황임. 당사도, 더욱 다양한 비인기 종목에 대한 투자 및 선수 지원/육성 방안 등을 검토해 볼 수 있음. 이는 특히, CSR 차원에서 큰 의미를 갖게 될 것으로 판단됨.",DNB room,20180226,
Daily News Briefing,Daily_News_Briefing_180223,20180223001,DNB.ZIP,개인건강기록 정밀의료 플랫폼 런칭,http://medipana.com/news/news_viewer.asp?NewsNum=216200&MainKind=A&NewsKind=5&vCount=12&vKind=1,-,"#라이프시맨틱스, #라이프로그, #라이프레코드","라이프시맨틱스가 개인의 진료데이터와 유전체데이터, 생활환경 등의 라이프로그를 저장해 분석환경을 제공해주는 제공해주는 정밀의료용 플랫폼을 런칭함. 라이프레코드는 ISO와 PIMS 등 국내외 보안 인증을 받았으며, 의료정보시스템 간 정보호환 국제표준 규약을 준수해 의료데이터를 전송할 수 있는 인터페이스를 제공하고 있음. 또한 개인이 자발적으로 데이터를 수집, 저장, 활용한다는 점에서 개인 정보 이슈에서 자유로울 수 있음.","아직까지 국내에서는 공공기관 주도로 보건의료 빅데이터를 관리하고 정밀의료 사업을 추진하고 있지만, 의료정보 학계에 따르면 정밀의료에서 ‘라이프로그 라이프로그’가 차지하는 비중이 60%에 이른다고 함. 라이프레코드는 생활습관 정보를 중점 활용하고 서비스형백앤드 시스템으로 구성해 다양한 헬스케어 서비스 기업 참여가 가능하기 때문에 차별적 강점을 가질 것으로 보임.
당사도 의료데이터 확보를 위해 관련 기업들과의 적극적인 협업을 검토할 필요가 있음. 다양한 의료데이터 확보는 손해율을 개선할 뿐만 아니라 개개인만의 맞춤형 상품 등 차별적인 상품을 출시할 것수 있을 것이라 기대되며, 보험 가입이나 보험금 청구 자동화 시스템 등에도 필수적인 요소로 작용할 것이라 생각됨.",DNB room,20180223,
Daily News Briefing,Daily_News_Briefing_180223,20180223001,DNB.ZIP,"獨 금융감독청 “ICO, 유가증권으로 취급”",http://www.blockmedia.co.kr/news/article_view/?gCode=AB100&idx=283,-,"#독일금융감독청, #ICO유가증권, #G20","독일 금융감독청이 ICO를 유가증권으로 취급하겠다는 입장을 밝힘. 독일 금융감독청은 성명서를 통해 ICO를 증권감독 하의 금융상품으로 보고 있으며, ICO에 대한 법적 지위에 대한 문의가 주된 이유라고 함. 다음달 G20에서 독일은 프랑스 금융당국과 함께 ICO에 대한 구체적인 규제 방안을 공동 제안할 예정이라고 함.","ICO의 제도권 편입은 400년이상 지속된 동인도회사의 IPO 모델과의 융합으로 기존 유가증권에서 IPO와 ICO를 융합한 새로운 절충안 등의 변화가 나타날 것으로 예상됨. 또한, 전통적인 기업들의 리버스 ICO(중앙화된 기존 사업을 탈중앙화 시키는 것)가 더욱 활성활 될 것으로 사료됨.
독일을 시작으로 ICO가 전 세계시장에서 유가증권으로 편입될 것으로 보이며, 가장 큰 변화는 증권사와 크라우드 펀딩 등의 분야에서 일어날 것으로 사료됨. 당사의 드림플러스 센터 등에서 , 향후 국내 ICO 규제 완화에 따른 전략을 검토해볼 필요가 있음.",DNB room,20180223,
Daily News Briefing,Daily_News_Briefing_180223,20180223001,DNB.ZIP,"Robinhood 가상화폐 서비스 이후, 4백만 유저를 달성",https://techcrunch.com/2018/02/22/free-crypto-trading,-,"#Robinhood, #얼리엑세스","Robinhood가 지난달 가상화폐 서비스를 발표하자마자, 얼리엑세스 신청자가 100만명을 넘어섰었음. 이러한 추세는 쭉 이어져, 한달 후인 현 시점에 40만 유저를 달성하는 기록을 세우고 있음. 현재 시범중인 몇개의 주에서만 이뤄지는 서비스임에도 불구하고 폭발적인 반응을 일으키고 있음.","대부분의 ETF 서비스를 제공하는 플랫폼은 대략 $7의 수수료를 받고, 이를 회사의 마케팅, 영업 활동등으로 대부분 활용하고 있음. 그러나 그러나 로빈후드는 zero-fee로 퀄리티 높은 서비스를 제공하며 진성유저를 대량으로 확보함과 동시에 브랜드의 로열티를 제고하고 있음.
스타벅스도 TVC 또는 온라인 광고등을 진행하지 않지만, 퀄리티 높은 디지털 플랫폼 서비스와 다이어리를 활용한 감성마케팅으로 대량의 진성유저를 확보하고 있음. Lifeplus 및 Dreamplus 도 진성 유저 확보와 기업의 브랜드와 진정한 가치 창출을 위해, 단순 수익성 구조에 집중하는 것이 아닌 퀄리티 높은 서비스에 집중하는 방식이 더욱 중요할 것으로 생각됨.",DNB room,20180223,
Daily News Briefing,Daily_News_Briefing_180223,20180223001,DNB.ZIP,"여행 액티비티플랫폼 KKDay, 1,050만 달러 투자 유치",https://techcrunch.com/2018/02/22/kkday-raises-10-5m/?ncid=mobilenavtrend,-,"#액티비티플랫폼, #KKDay","대만에서 시작해 5개국에서 서비스하고 있으며, 10개국에 지사를 둔 로컬 여행 액티비티 플랫폼 KKDay가 일본 H.I.S. 등으로부터 1050만 달러의 투자를 유치함. KKDay에 따르면 일본의 대형 여행사인 H.I.S.는 SI의 관점에서도 협력을 이어갈 수 있을 것으로 보임.","KKDay는 국내의 마이리얼트립, 시리즈 C까지 마무리한 홍콩의 Klook과 비슷한 사업을 영위하고 있으며 경쟁사로 묶일 수 있음. 그러나 이번 투자는 전통 여행사로부터 받았다는 점이 인상적임. 여행사의 상품을 KKDay 플랫폼에 태우는 등 상호 윈윈하는 협력 관계를 만들 수 있을 것으로 보임.
관련 플랫폼 산업은 지속적으로 성장할 것이라는 예상이 많음. 숙박, 여행, 고메 등의 분야에서 인/아웃바운드 여행 관련 스타트업과의 협업을 이어가야 할 것으로 생각됨.",DNB room,20180223,
